25.59	0.7219
46.74	1.4724
67.41	1.8019
88.39	2.6779
109.82	3.5676
130.7	4.39
152.38	5.2556
172.63	5.6531
194.03	4.8491
214.22	6.3316
25.38	0.7356
46.11	1.3779
66.98	1.6796
88.06	2.1164
109.05	3.4075
130.38	3.8756
150.99	4.2099
172.86	4.5604
193.37	4.5731
213.95	5.5875
25.37	0.9731
46.37	1.1331
67.55	1.8875
88.7	2.59
109.47	3.1691
130.94	4.8964
152.51	5.2299
173.52	4.5096
194.62	5.3356
214.38	5.7556
25.7	1.03
46.49	1.9299
67.27	2.5971
88.53	2.8291
109.55	3.2075
130.96	3.9784
151.89	4.2979
173.5	5.69
194.23	4.6171
214.17	3.9211
25.84	0.6944
46.75	1.1675
67.75	1.7675
89.01	2.7099
110.3	3.03
131.76	3.7224
153.16	6.1544
174.4	4.6
195.23	4.8971
215.59	4.4219
25.4	0.98
46.13	1.4131
67.16	1.4544
88.18	2.6876
109.33	3.0411
130.36	4.3304
151.93	4.4251
173.24	5.5024
193.87	6.5531
213.68	4.4976
25.68	0.7376
46.22	1.1716
67.05	1.7675
88.47	3.0291
109.16	3.5144
130.31	4.3539
151.93	3.4451
172.73	4.3971
193.66	4.7244
214.29	5.6859
25.76	0.7624
47.03	1.2491
67.91	1.9819
89.22	3.0116
110.41	3.4819
131.53	3.4891
153.02	5.1996
174.11	4.5779
195.1	5.51
215.37	6.1531
25.62	0.7156
46.48	1.3496
67.02	1.6996
88.44	2.2464
109.42	3.9836
130.45	3.7075
151.97	5.3091
173.19	4.7139
193.69	5.2139
214.2	5.58
26	0.64
46.88	1.3856
67.79	1.8459
88.97	2.4091
110.12	3.5656
131.34	3.9844
152.54	4.6884
173.84	5.3544
194.64	3.7504
215.61	6.8779
25.79	0.8459
46.95	1.3075
68.18	2.5876
89.81	2.5539
111.17	3.5011
132.64	4.9504
154.13	3.5931
175.73	4.3571
196.61	6.4179
217.64	5.3104
25.56	0.8064
45.95	1.4875
66.32	2.1776
87.62	2.2356
108.88	3.7656
129.5	4.31
150.99	5.0499
171.53	6.5091
192.18	6.3276
211.96	5.6384
25.73	0.8171
